class,cap-shape,cap-surface,cap-color,bruises,gill-color,stalk-shape,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
edible,convex,smooth,brown,no,black,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,smooth,brown,no,chocolate,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,fibrous,brown,bruises,white,tapering,white,gray,white,one,pendant,black,several,woods
edible,convex,fibrous,brown,bruises,brown,tapering,gray,white,white,one,pendant,brown,several,woods
edible,flat,fibrous,white,no,pink,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,flat,fibrous,white,no,brown,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,fibrous,white,no,black,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,smooth,yellow,bruises,brown,enlarging,white,white,white,one,pendant,brown,numerous,meadows
edible,flat,smooth,gray,no,brown,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,smooth,white,no,chocolate,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,fibrous,brown,no,brown,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,fibrous,brown,no,pink,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,smooth,white,no,brown,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,smooth,brown,no,chocolate,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,smooth,gray,no,chocolate,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,smooth,gray,no,pink,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,flat,smooth,white,no,pink,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,smooth,brown,no,brown,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,flat,fibrous,gray,no,pink,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,flat,fibrous,white,no,chocolate,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,fibrous,white,no,brown,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,flat,fibrous,gray,no,chocolate,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,fibrous,gray,no,pink,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,scaly,yellow,bruises,gray,enlarging,white,white,white,one,pendant,black,numerous,grasses
edible,convex,smooth,yellow,bruises,brown,enlarging,white,white,white,one,pendant,black,numerous,grasses
edible,convex,smooth,white,no,pink,tapering,white,white,white,one,evanescent,black,abundant,grasses
poisonous,convex,scaly,brown,bruises,black,enlarging,white,white,white,one,pendant,black,scattered,grasses
edible,convex,fibrous,white,no,black,tapering,white,white,white,one,evanescent,brown,scattered,grasses
poisonous,convex,smooth,white,bruises,white,enlarging,white,white,white,one,pendant,black,scattered,urban
edible,convex,scaly,gray,bruises,brown,tapering,pink,gray,white,one,pendant,brown,several,woods
poisonous,flat,smooth,white,bruises,white,enlarging,white,white,white,one,pendant,black,several,urban
edible,convex,scaly,yellow,bruises,gray,enlarging,white,white,white,one,pendant,brown,scattered,grasses
edible,convex,scaly,white,bruises,brown,enlarging,white,white,white,one,pendant,brown,numerous,meadows
edible,flat,scaly,brown,bruises,brown,enlarging,white,white,white,one,pendant,brown,solitary,paths
edible,convex,smooth,white,no,brown,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,flat,smooth,brown,no,pink,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,smooth,gray,no,pink,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,smooth,white,no,brown,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,flat,smooth,brown,no,chocolate,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,flat,smooth,brown,no,brown,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,smooth,gray,no,brown,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,bell,smooth,white,bruises,brown,enlarging,white,white,white,one,pendant,brown,numerous,grasses
edible,convex,smooth,gray,no,pink,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,smooth,yellow,bruises,white,enlarging,white,white,white,one,pendant,black,scattered,meadows
poisonous,flat,scaly,white,bruises,brown,enlarging,white,white,white,one,pendant,black,several,grasses
edible,flat,smooth,white,no,pink,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,flat,smooth,brown,no,chocolate,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,flat,smooth,gray,no,brown,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,flat,fibrous,gray,no,chocolate,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,scaly,brown,bruises,pink,tapering,gray,white,white,one,pendant,brown,solitary,woods
edible,convex,fibrous,brown,bruises,brown,tapering,gray,gray,white,one,pendant,black,solitary,woods
edible,convex,scaly,yellow,bruises,brown,enlarging,white,white,white,one,pendant,brown,solitary,paths
edible,convex,fibrous,gray,bruises,white,tapering,pink,pink,white,one,pendant,black,solitary,woods
edible,flat,fibrous,gray,no,pink,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,flat,smooth,brown,no,chocolate,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,flat,smooth,white,no,brown,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,gray,no,black,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,flat,smooth,white,no,brown,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,flat,fibrous,gray,no,brown,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,gray,no,black,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,smooth,brown,no,black,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,brown,bruises,white,tapering,white,gray,white,one,pendant,black,solitary,woods
edible,flat,smooth,white,no,black,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,flat,fibrous,brown,no,brown,tapering,white,white,white,one,evanescent,black,scattered,grasses
poisonous,flat,scaly,brown,bruises,white,enlarging,white,white,white,one,pendant,black,scattered,grasses
edible,convex,fibrous,brown,bruises,brown,tapering,pink,white,white,one,pendant,black,solitary,woods
edible,convex,fibrous,brown,no,pink,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,flat,fibrous,white,no,brown,tapering,white,white,white,one,evanescent,black,scattered,grasses
poisonous,flat,scaly,brown,bruises,brown,enlarging,white,white,white,one,pendant,brown,several,urban
edible,flat,fibrous,gray,no,black,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,fibrous,gray,bruises,brown,tapering,white,white,white,one,pendant,black,several,woods
edible,convex,fibrous,white,no,pink,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,fibrous,gray,no,chocolate,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,fibrous,brown,bruises,white,tapering,gray,pink,white,one,pendant,brown,several,woods
edible,convex,smooth,gray,no,chocolate,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,flat,fibrous,white,no,pink,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,gray,bruises,purple,tapering,pink,pink,white,one,pendant,black,solitary,woods
edible,convex,scaly,white,bruises,white,enlarging,white,white,white,one,pendant,black,numerous,grasses
edible,convex,scaly,white,bruises,black,enlarging,white,white,white,one,pendant,brown,numerous,meadows
edible,flat,smooth,gray,no,pink,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,flat,smooth,white,no,black,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,flat,smooth,brown,no,brown,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,flat,smooth,white,no,pink,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,fibrous,brown,no,chocolate,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,smooth,brown,no,brown,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,bell,scaly,yellow,bruises,gray,enlarging,white,white,white,one,pendant,brown,numerous,meadows
poisonous,flat,scaly,white,bruises,black,enlarging,white,white,white,one,pendant,black,several,grasses
edible,convex,smooth,brown,no,black,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,flat,smooth,brown,no,black,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,scaly,brown,bruises,brown,enlarging,white,white,white,one,pendant,black,scattered,grasses
edible,convex,smooth,gray,no,brown,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,flat,smooth,white,no,black,tapering,white,white,white,one,evanescent,brown,abundant,grasses
poisonous,convex,smooth,brown,bruises,brown,enlarging,white,white,white,one,pendant,black,several,urban
edible,flat,smooth,gray,no,brown,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,fibrous,white,no,pink,tapering,white,white,white,one,evanescent,brown,scattered,grasses
poisonous,flat,smooth,brown,bruises,brown,enlarging,white,white,white,one,pendant,black,several,grasses
edible,convex,fibrous,brown,no,pink,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,smooth,brown,no,pink,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,fibrous,brown,bruises,purple,tapering,gray,pink,white,one,pendant,black,several,woods
edible,flat,smooth,white,no,pink,tapering,white,white,white,one,evanescent,black,scattered,grasses
poisonous,flat,smooth,white,bruises,pink,enlarging,white,white,white,one,pendant,brown,several,urban
edible,convex,fibrous,white,no,chocolate,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,flat,fibrous,brown,no,chocolate,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,flat,smooth,gray,no,pink,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,fibrous,white,no,brown,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,flat,scaly,brown,bruises,white,enlarging,white,white,white,one,pendant,brown,solitary,grasses
poisonous,flat,smooth,white,bruises,white,enlarging,white,white,white,one,pendant,brown,scattered,grasses
edible,convex,fibrous,white,no,pink,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,flat,fibrous,brown,no,pink,enlarging,white,white,white,one,pendant,black,solitary,urban
poisonous,flat,scaly,brown,bruises,white,enlarging,white,white,white,one,pendant,brown,scattered,urban
edible,flat,smooth,white,no,brown,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,fibrous,gray,no,black,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,flat,scaly,yellow,bruises,brown,enlarging,white,white,white,one,pendant,brown,solitary,paths
edible,convex,fibrous,white,no,chocolate,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,fibrous,white,no,chocolate,tapering,white,white,white,one,evanescent,black,abundant,grasses
poisonous,flat,scaly,brown,bruises,brown,enlarging,white,white,white,one,pendant,brown,scattered,grasses
edible,flat,fibrous,brown,no,chocolate,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,flat,fibrous,gray,no,black,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,fibrous,brown,no,brown,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,fibrous,brown,bruises,pink,tapering,pink,pink,white,one,pendant,brown,several,woods
edible,convex,smooth,gray,no,black,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,smooth,gray,no,brown,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,fibrous,white,no,black,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,flat,fibrous,gray,no,chocolate,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,fibrous,brown,bruises,brown,tapering,white,white,white,one,pendant,black,solitary,woods
edible,convex,smooth,white,no,pink,tapering,white,white,white,one,evanescent,brown,scattered,grasses
poisonous,convex,smooth,white,bruises,brown,enlarging,white,white,white,one,pendant,brown,scattered,urban
edible,flat,smooth,gray,no,brown,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,smooth,brown,no,black,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,fibrous,brown,bruises,pink,tapering,white,gray,white,one,pendant,black,several,woods
edible,convex,scaly,yellow,bruises,pink,enlarging,white,white,white,one,pendant,brown,solitary,grasses
edible,convex,smooth,gray,no,black,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,fibrous,brown,no,chocolate,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,fibrous,white,no,black,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,scaly,yellow,bruises,black,enlarging,white,white,white,one,pendant,brown,scattered,grasses
edible,convex,fibrous,brown,bruises,pink,tapering,gray,white,white,one,pendant,black,solitary,woods
edible,convex,fibrous,white,no,pink,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,fibrous,white,no,brown,tapering,white,white,white,one,evanescent,black,abundant,grasses
poisonous,flat,smooth,brown,bruises,brown,enlarging,white,white,white,one,pendant,brown,scattered,urban
poisonous,flat,smooth,white,bruises,black,enlarging,white,white,white,one,pendant,black,several,urban
edible,convex,smooth,brown,no,pink,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,fibrous,gray,no,brown,enlarging,white,white,white,one,pendant,brown,several,urban
edible,flat,smooth,brown,no,pink,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,smooth,white,no,black,tapering,white,white,white,one,evanescent,black,abundant,grasses
poisonous,flat,smooth,white,bruises,white,enlarging,white,white,white,one,pendant,black,scattered,grasses
edible,bell,smooth,yellow,bruises,black,enlarging,white,white,white,one,pendant,brown,scattered,grasses
edible,convex,fibrous,brown,no,chocolate,tapering,white,white,white,one,evanescent,black,abundant,grasses
poisonous,flat,scaly,brown,bruises,brown,enlarging,white,white,white,one,pendant,black,scattered,urban
edible,convex,smooth,gray,no,chocolate,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,smooth,gray,no,black,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,smooth,white,no,brown,tapering,white,white,white,one,evanescent,black,scattered,grasses
poisonous,flat,smooth,white,bruises,brown,enlarging,white,white,white,one,pendant,brown,several,urban
edible,flat,smooth,white,no,black,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,fibrous,brown,no,chocolate,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,flat,fibrous,brown,no,pink,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,fibrous,brown,no,pink,tapering,white,white,white,one,evanescent,brown,abundant,grasses
poisonous,flat,scaly,brown,bruises,black,enlarging,white,white,white,one,pendant,black,several,grasses
edible,convex,fibrous,white,no,pink,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,flat,smooth,white,no,pink,tapering,white,white,white,one,evanescent,brown,abundant,grasses
poisonous,flat,scaly,white,bruises,black,enlarging,white,white,white,one,pendant,black,several,urban
edible,flat,smooth,gray,no,pink,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,flat,scaly,brown,bruises,white,tapering,white,gray,white,one,pendant,brown,several,woods
edible,convex,fibrous,gray,no,chocolate,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,gray,bruises,purple,tapering,white,pink,white,one,pendant,black,several,woods
edible,convex,scaly,brown,bruises,pink,tapering,pink,white,white,one,pendant,brown,several,woods
edible,flat,fibrous,brown,bruises,brown,tapering,pink,gray,white,one,pendant,brown,solitary,woods
edible,flat,scaly,red,bruises,pink,tapering,pink,pink,white,one,pendant,black,several,woods
edible,flat,smooth,gray,no,chocolate,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,fibrous,gray,bruises,purple,tapering,pink,pink,white,one,pendant,brown,solitary,woods
edible,convex,scaly,gray,bruises,pink,tapering,gray,pink,white,one,pendant,black,solitary,woods
edible,convex,fibrous,gray,no,pink,tapering,white,white,white,one,evanescent,brown,scattered,grasses
poisonous,flat,smooth,brown,bruises,brown,enlarging,white,white,white,one,pendant,brown,scattered,grasses
edible,flat,fibrous,brown,bruises,brown,tapering,gray,white,white,one,pendant,black,several,woods
poisonous,convex,smooth,brown,bruises,brown,enlarging,white,white,white,one,pendant,black,several,grasses
edible,convex,smooth,white,bruises,brown,enlarging,white,white,white,one,pendant,brown,scattered,grasses
edible,convex,smooth,white,no,chocolate,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,scaly,yellow,bruises,gray,enlarging,white,white,white,one,pendant,brown,scattered,grasses
poisonous,convex,fibrous,gray,no,chocolate,enlarging,brown,buff,white,one,large,chocolate,solitary,grasses
edible,flat,smooth,brown,no,black,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,flat,smooth,white,no,pink,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,fibrous,brown,bruises,pink,tapering,gray,gray,white,one,pendant,black,several,woods
edible,flat,smooth,brown,no,chocolate,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,fibrous,brown,no,chocolate,tapering,white,white,white,one,evanescent,black,scattered,grasses
poisonous,convex,smooth,white,bruises,pink,enlarging,white,white,white,one,pendant,black,several,urban
edible,flat,fibrous,brown,bruises,pink,tapering,pink,gray,white,one,pendant,brown,solitary,woods
edible,convex,scaly,white,bruises,black,enlarging,white,white,white,one,pendant,brown,numerous,grasses
edible,flat,fibrous,gray,no,brown,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,scaly,red,bruises,brown,tapering,white,gray,white,one,pendant,brown,several,woods
edible,flat,fibrous,white,no,brown,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,smooth,gray,no,pink,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,scaly,brown,bruises,brown,tapering,white,pink,white,one,pendant,black,several,woods
edible,convex,scaly,gray,bruises,white,tapering,white,gray,white,one,pendant,brown,solitary,woods
edible,convex,fibrous,gray,bruises,purple,tapering,gray,white,white,one,pendant,black,several,woods
edible,flat,smooth,white,no,brown,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,gray,bruises,purple,tapering,pink,white,white,one,pendant,black,several,woods
edible,convex,fibrous,brown,bruises,purple,tapering,gray,gray,white,one,pendant,brown,several,woods
edible,convex,fibrous,red,bruises,white,tapering,gray,white,white,one,pendant,brown,several,woods
edible,convex,scaly,brown,bruises,white,tapering,pink,gray,white,one,pendant,brown,solitary,woods
edible,flat,fibrous,white,no,chocolate,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,scaly,brown,bruises,pink,tapering,pink,white,white,one,pendant,black,solitary,woods
edible,convex,smooth,gray,no,brown,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,fibrous,gray,no,chocolate,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,flat,fibrous,white,no,pink,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,scaly,gray,bruises,pink,tapering,white,pink,white,one,pendant,black,several,woods
poisonous,flat,scaly,brown,bruises,black,enlarging,white,white,white,one,pendant,brown,scattered,urban
edible,convex,scaly,red,bruises,pink,tapering,pink,gray,white,one,pendant,black,several,woods
edible,flat,fibrous,white,no,pink,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,flat,smooth,gray,no,chocolate,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,scaly,gray,bruises,white,tapering,gray,pink,white,one,pendant,brown,several,woods
edible,flat,fibrous,gray,bruises,pink,tapering,pink,white,white,one,pendant,black,several,woods
edible,convex,fibrous,brown,bruises,white,tapering,gray,white,white,one,pendant,black,several,woods
edible,flat,fibrous,red,bruises,brown,tapering,white,pink,white,one,pendant,black,several,woods
edible,convex,smooth,white,no,chocolate,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,red,bruises,white,tapering,white,gray,white,one,pendant,brown,several,woods
edible,convex,fibrous,brown,bruises,pink,tapering,white,pink,white,one,pendant,black,several,woods
edible,convex,fibrous,gray,bruises,purple,tapering,white,white,white,one,pendant,black,solitary,woods
edible,convex,fibrous,brown,bruises,brown,tapering,pink,white,white,one,pendant,brown,solitary,woods
edible,convex,fibrous,yellow,bruises,white,tapering,white,white,white,one,pendant,brown,several,woods
edible,convex,fibrous,red,bruises,white,tapering,gray,gray,white,one,pendant,brown,several,woods
poisonous,flat,smooth,white,bruises,white,enlarging,white,white,white,one,pendant,brown,several,grasses
edible,convex,smooth,white,no,chocolate,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,fibrous,red,bruises,purple,tapering,gray,gray,white,one,pendant,brown,solitary,woods
edible,convex,scaly,brown,bruises,white,tapering,pink,pink,white,one,pendant,black,several,woods
edible,convex,fibrous,white,no,chocolate,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,fibrous,gray,bruises,white,tapering,pink,white,white,one,pendant,brown,solitary,woods
edible,convex,smooth,gray,no,brown,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,scaly,red,bruises,white,tapering,pink,gray,white,one,pendant,brown,solitary,woods
edible,convex,scaly,brown,bruises,purple,tapering,pink,white,white,one,pendant,brown,several,woods
edible,convex,smooth,white,no,pink,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,smooth,brown,no,brown,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,smooth,white,no,brown,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,smooth,brown,no,brown,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,flat,fibrous,red,bruises,brown,tapering,pink,gray,white,one,pendant,brown,solitary,woods
edible,flat,fibrous,white,no,brown,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,flat,fibrous,gray,no,black,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,scaly,red,bruises,white,tapering,gray,gray,white,one,pendant,brown,several,woods
edible,convex,fibrous,red,bruises,pink,tapering,pink,white,white,one,pendant,brown,solitary,woods
edible,convex,scaly,gray,bruises,purple,tapering,white,white,white,one,pendant,brown,several,woods
edible,convex,fibrous,red,bruises,pink,tapering,white,gray,white,one,pendant,black,solitary,woods
edible,flat,smooth,brown,no,chocolate,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,smooth,white,no,brown,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,smooth,white,no,chocolate,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,fibrous,white,no,black,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,red,bruises,purple,tapering,gray,pink,white,one,pendant,brown,several,woods
edible,convex,fibrous,brown,bruises,purple,tapering,gray,gray,white,one,pendant,brown,solitary,woods
edible,flat,fibrous,brown,bruises,white,tapering,gray,pink,white,one,pendant,black,several,woods
edible,flat,fibrous,white,bruises,pink,tapering,white,white,white,one,pendant,brown,several,woods
edible,flat,fibrous,white,no,black,tapering,white,white,white,one,evanescent,black,abundant,grasses
poisonous,flat,scaly,white,bruises,brown,enlarging,white,white,white,one,pendant,black,scattered,grasses
edible,flat,fibrous,gray,bruises,brown,tapering,gray,gray,white,one,pendant,black,several,woods
edible,convex,fibrous,brown,bruises,white,tapering,white,gray,white,one,pendant,brown,several,woods
edible,convex,smooth,white,no,black,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,white,no,chocolate,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,smooth,brown,no,chocolate,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,brown,no,brown,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,smooth,gray,no,chocolate,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,scaly,brown,bruises,white,tapering,gray,gray,white,one,pendant,brown,several,woods
edible,convex,fibrous,brown,bruises,purple,tapering,pink,pink,white,one,pendant,brown,solitary,woods
edible,flat,smooth,gray,no,black,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,flat,smooth,brown,no,brown,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,smooth,gray,no,pink,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,flat,fibrous,gray,bruises,brown,tapering,pink,white,white,one,pendant,black,solitary,woods
edible,convex,smooth,white,no,chocolate,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,flat,fibrous,brown,no,black,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,flat,smooth,white,no,chocolate,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,fibrous,gray,no,black,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,flat,fibrous,brown,no,black,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,flat,fibrous,brown,no,pink,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,fibrous,brown,bruises,white,tapering,white,pink,white,one,pendant,brown,several,woods
edible,flat,smooth,gray,no,chocolate,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,flat,smooth,white,no,brown,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,scaly,red,bruises,pink,tapering,gray,white,white,one,pendant,black,several,woods
edible,convex,scaly,gray,bruises,purple,tapering,gray,gray,white,one,pendant,black,several,woods
edible,convex,scaly,red,bruises,brown,tapering,gray,pink,white,one,pendant,black,several,woods
edible,convex,fibrous,gray,no,chocolate,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,flat,fibrous,gray,no,pink,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,flat,scaly,yellow,bruises,pink,enlarging,white,white,white,one,pendant,brown,solitary,grasses
poisonous,flat,scaly,white,bruises,white,enlarging,white,white,white,one,pendant,black,several,urban
edible,flat,smooth,brown,no,chocolate,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,flat,fibrous,brown,no,black,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,flat,fibrous,brown,bruises,pink,tapering,gray,white,white,one,pendant,black,several,woods
edible,convex,fibrous,red,bruises,purple,tapering,gray,white,white,one,pendant,black,solitary,woods
edible,flat,fibrous,gray,no,pink,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,brown,no,brown,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,fibrous,gray,no,chocolate,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,scaly,red,bruises,white,tapering,gray,white,white,one,pendant,brown,several,woods
edible,flat,fibrous,brown,bruises,white,tapering,gray,white,white,one,pendant,black,several,woods
edible,convex,fibrous,brown,no,pink,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,fibrous,brown,no,pink,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,flat,smooth,white,no,chocolate,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,flat,smooth,gray,no,pink,tapering,white,white,white,one,evanescent,black,scattered,grasses
poisonous,flat,scaly,white,bruises,white,enlarging,white,white,white,one,pendant,black,scattered,urban
edible,bell,smooth,white,bruises,black,enlarging,white,white,white,one,pendant,brown,scattered,grasses
edible,convex,fibrous,brown,bruises,white,tapering,gray,white,white,one,pendant,brown,several,woods
edible,flat,fibrous,gray,no,black,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,fibrous,brown,no,black,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,smooth,brown,no,black,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,flat,smooth,white,bruises,brown,tapering,white,white,white,one,pendant,purple,several,woods
edible,convex,fibrous,white,no,chocolate,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,smooth,white,no,chocolate,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,smooth,gray,no,black,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,scaly,red,bruises,pink,tapering,white,pink,white,one,pendant,black,several,woods
